Post Link,title,Body,Tags,Score,AcceptedAnswerId
"35106324","Apache HttpClient cooke rejected","<p>We are developing a distributed system with six different deployed artifacts where each of them has their own REST API. These systems communicate via a Java client with each other over a secure SSL connection (with X509 client authentication with the help of Apache shiro).</p>

<p>Now at each client call to a REST resource we get the following warning (I blacked out parts of the warning with stars): </p>

<pre><code>WARN  org.apache.http.client.protocol.ResponseProcessCookies.processCookies(ResponseProcessCookies.java:127): Cookie rejected: ""[version: 0][name: rememberMe][value: deleteMe][domain: local.****.net][path: /abc][expiry: Fri Jan 29 11:25:07 UTC 2016]"". Illegal path attribute ""/abc"". Path of origin: ""/***/backend/abc/v1/some/other/parts/of/resource""
</code></pre>

<p>Now the problem is that we don't set any cookies in the clients and I can't figure out where and how the cookie is set (or if I can ignore the warning). I think that it correlates with the Apache Shiro configuration. The relevant cookie path of the shiro.ini looks like the following: </p>

<pre><code>cookie = org.apache.shiro.web.servlet.SimpleCookie
cookie.name = ***cookie
cookie.path = /
</code></pre>

<p>I hope you can help me eliminating the warning. If you need some more code examples, please let me know. </p>
","<java><authentication><cookies><apache-httpclient-4.x><shiro>","0",""
"32034741","ERR_TOO_MANY_REDIRECTS with Shiro on Glassfish","<p>I am using Apache Shiro 1.2.3 on Glassfish 4.1 now. Before I ran my app on IBM Websphere 8.5.</p>

<p>If I try to access the protected directories on Glassfish, I get the following error:</p>

<pre><code>ERR_TOO_MANY_REDIRECTS
</code></pre>

<p>Sure - if I am not logged in, I should be forwarded to the login page. But there seems to be a problem. Here is my shiro.ini (a bit disguised):</p>

<pre><code>    [main]

jdbcRealm=org.apache.shiro.realm.jdbc.JdbcRealm
jdbcRealm.authenticationQuery = SELECT password FROM Users WHERE username = ?
jdbcRealm.userRolesQuery = SELECT role FROM Users WHERE username = ?

ds = org.postgresql.ds.PGPoolingDataSource
ds.serverName = 159.XX.XX.XX:54XX
ds.user = coXXXX
ds.password = q3XXXX
ds.databaseName = coXXXX
jdbcRealm.dataSource= $ds

authc.loginUrl = /backend
authc.successUrl = /backend/dashboard
user.loginUrl = /backend


passwordMatcher = org.apache.shiro.authc.credential.Sha256CredentialsMatcher
credentialsMatcher = org.apache.shiro.authc.credential.HashedCredentialsMatcher
credentialsMatcher.hashAlgorithmName = SHA-256
credentialsMatcher.storedCredentialsHexEncoded = true
credentialsMatcher.hashIterations = XXXX

multipleroles = com.travelagent.filters.MultipleRolesAuthorizationFilter

[urls]
/backend = authc
/backend/logout = logout
/member/** = user, multipleroles[""admin"", ""guest""]
/backend/** = user, roles[admin]
</code></pre>

<p><strong>For handsome URLs I am using PrettyFaces.</strong></p>
","<java><jsf><glassfish><shiro>","0",""
"31927012","Disable only unauthenticated adding of datasets to Fuseki","<p>I'm trying to set up a SPARQL endpoint for an Organisation as part of a <a href=""http://%20http://blog.52north.org/2015/05/28/sparql-endpoint-and-interoperability-of-envirocar-data/"" rel=""nofollow"">Open source project</a> with Apache Jena Fuseki  and will be hosting it on a server publicly soon and i've uploaded the open data into it. </p>

<p>While i want users to be able to directly query the dataset without any authentication i'd like to disable only adding of new datasets through any sort of auth(Even Basic auth would do as of now , ie : major concern is only that other people should not corrupt the endpoint) </p>

<p>Right now i've identified three ways users can do this </p>

<p>1) Through the admin UI from a browser ( internally calls the POST request to {fusekihostedURL}/dataset/update?=xxxx )</p>

<p>2) through a POST request through command line to the publicly hosted dataset</p>

<p>3) through the Sparql Graph protocol ( sends POST request to {fusekiURl}/dataset/data )</p>

<p>i can use a shiro.ini with a basic auth of username and password , but that blocks the fuseki landing page itself  with a pop-up of username and password which i don't want to enable querying for the public .</p>

<p>Apart from sitting behind a reverse proxy ( using fuseki as a war file on tomcat so blocking that port would mean blocking all other applications ) is there anything that could be done ?</p>

<p>Any help would be greatly appreciated </p>
","<sparql><jena><shiro><endpoint><fuseki>","0",""
"37063937","Difference between Apache Shiro and Central Authentication Service (CAS)","<p><a href=""https://www.apereo.org/projects/cas"" rel=""nofollow"">CAS</a></p>

<p><a href=""http://shiro.apache.org/"" rel=""nofollow"">Apache Shiro</a></p>

<p>I need to know the difference between CAS &amp; Apache Shiro.
Are they both used for Single Sign On or does Apache Shiro depend on CAS for authentication</p>
","<cas><shiro>","0",""
"18734946","Can you use Shiro for Grails without Roles and Permissions?","<p>I wonder if you can use Shiro-Plugin for Grails without having permissions and roles enabled?</p>

<p>In our current Project, we have an external database with just username and password and I am not able to create the permissions and roles table.
Is there a way to implement one Shiro user with automatic permission to all Domains without role-management?</p>
","<grails><shiro><role>","0",""
"42571307","Shiro authentication for ldap with zeppelin","<p>What should be the properties of ldap realm for shiro authentication to ldap group in company for zeppelin.I tried setting up some of the propertiesbut it didnt work.</p>

<ul>
<li>ldapRealm = org.apache.shiro.realm.ldap.JndiLdapRealm </li>
<li>ldapRealm.userDnTemplate = uid={0},ou=Groups,o=company.com </li>
<li>ldapRealm.contextFactory.url = ldap://ldap.company.com:389 </li>
<li>ldapRealm.contextFactory.authenticationMechanism = simple</li>
</ul>
","<authentication><ldap><shiro><apache-zeppelin>","0",""
"35828357","shiro integrate spring with servlet3.1, tomcat can not start","<p><strong>shiro config</strong></p>

<pre><code>@Configuration
@ComponentScan({ ""com.butler.service"" })
public class SpringShiroConfig {
@Bean
public EhCacheManager ehCacheManager() {
    EhCacheManager ehCacheManager = new EhCacheManager();
    ehCacheManager.setCacheManagerConfigFile(""classpath:ehcache.xml"");
    return ehCacheManager;
}

@Bean(name = ""jdbcUserRealm"")
public JdbcUserRealm jdbcUserRealm() {
    return new JdbcUserRealm();
}

@Bean(name = ""securityManager"")
public DefaultWebSecurityManager securityManager(@Qualifier(""jdbcUserRealm"") Realm jdbcUserRealm) {
    DefaultWebSecurityManager securityManager = new DefaultWebSecurityManager();
    securityManager.setRealm(jdbcUserRealm);
    return securityManager;
}

@Bean(name = ""formAuthenticationFilter"")
public FormAuthenticationFilter formAuthenticationFilter() {
    FormAuthenticationFilter filter = new FormAuthenticationFilter();
    filter.setLoginUrl(""/admin/login"");
    return filter;
}

@Bean(name = ""shiroFilter"")
public ShiroFilterFactoryBean shiroFilterFactoryBean(
        @Qualifier(""securityManager"")SecurityManager securityManager,
        @Qualifier(""formAuthenticationFilter"")FormAuthenticationFilter filter) {
    ShiroFilterFactoryBean shiroFilterFactoryBean = new ShiroFilterFactoryBean();
    shiroFilterFactoryBean.setLoginUrl(""/admin/login"");
    shiroFilterFactoryBean.setSuccessUrl(""/admin/main"");
    shiroFilterFactoryBean.setUnauthorizedUrl(""admin/unauthorized"");
    shiroFilterFactoryBean.setSecurityManager(securityManager);
    shiroFilterFactoryBean.setFilterChainDefinitions(
        ""/admin/login = anon\n"" +
        ""/admin/logout = logout\n"" +
        ""/admin* = authc"" +
        ""/resources* = anon\n""
    );

    //filters
    Map&lt;String, Filter&gt; filters = new HashMap&lt;&gt;();
    filters.put(""authc"", filter);

    shiroFilterFactoryBean.setFilters(filters);

    return shiroFilterFactoryBean;
}
</code></pre>

<p><strong>servlet container initial</strong></p>

<pre><code>public class WebAppInitializer extends AbstractAnnotationConfigDispatcherServletInitializer {
@Override
protected Class&lt;?&gt;[] getRootConfigClasses() {
    return new Class&lt;?&gt;[] {
        SpringShiroConfig.class
    };
}

@Override
protected Class&lt;?&gt;[] getServletConfigClasses() {
    return new Class&lt;?&gt;[] {
        SpringWebConfig.class
    };
}

@Override
protected String[] getServletMappings() {
    return new String[] {""/""};
}

@Override
public void onStartup(ServletContext servletContext) throws ServletException {
    super.onStartup(servletContext);

    FilterRegistration.Dynamic shiroFilter = servletContext.addFilter(""shiroFilter"", DelegatingFilterProxy.class);
    shiroFilter.addMappingForUrlPatterns(EnumSet.allOf(DispatcherType.class), true, ""/*"");
    shiroFilter.setInitParameter(""targetFilterLifecycle"", ""true"");
}
</code></pre>

<p><strong>spring mvc config</strong></p>

<pre><code>@EnableWebMvc
@Configuration
@ComponentScan({ ""com.web"" })
public class SpringWebConfig extends WebMvcConfigurerAdapter {
    @Override
    public void addResourceHandlers(ResourceHandlerRegistry registry) {
        registry.addResourceHandler(""/resources/**"")
            .addResourceLocations(""/WEB-INF/resources/"");
    }

    @Bean
    public InternalResourceViewResolver viewResolver() {
        InternalResourceViewResolver viewResolver = new InternalResourceViewResolver();
        viewResolver.setViewClass(JstlView.class);
        viewResolver.setPrefix(""/WEB-INF/views/"");
        viewResolver.setSuffix("".jsp"");
        return viewResolver;
    }
}
</code></pre>

<p>when start tomcat spring container initial error. </p>

<pre><code>2016-03-06 22:16:09
[INFO]-[Thread: RMI TCP Connection(2)-127.0.0.1]-[org.springframework.web.context.ContextLoader.initWebApplicationContext()]: Root WebApplicationContext: initialization completed in 18283 ms
06-Mar-2016 22:16:09.541 SEVERE [RMI TCP Connection(2)-127.0.0.1] org.apache.catalina.core.StandardContext.startInternal One or more Filters failed to start. Full details will be found in the appropriate container log file
 06-Mar-2016 22:16:09.541 SEVERE [RMI TCP Connection(2)-127.0.0.1] org.apache.catalina.core.StandardContext.startInternal Context [] startup failed due to previous errors

2016-03-06 22:16:09
[INFO]-[Thread: RMI TCP Connection(2)-127.0.0.1]-[org.springframework.context.support.AbstractApplicationContext.doClose()]: Closing Root WebApplicationContext: startup date [Sun Mar 06 22:15:52 CST 2016]; root of context hierarchy
[2016-03-06 10:16:09,665] Artifact admin:war exploded: Error during artifact deployment. See server log for details.
    06-Mar-2016 23:36:03.673 INFO [RMI TCP Connection(2)-127.0.0.1] org.apache.catalina.core.ApplicationContext.log Spring WebApplicationInitializers detected on classpath: [com.butler.web.WebAppI
nitializer@4ec2d825]
06-Mar-2016 23:36:07.418 INFO [RMI TCP Connection(2)-127.0.0.1] org.apache.catalina.core.ApplicationContext.log Initializing Spring root WebApplicationContext
06-Mar-2016 23:36:26.201 SEVERE [RMI TCP Connection(2)-127.0.0.1] org.apache.catalina.core.StandardContext.filterStart Exception starting filter shiroFilter
 org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'shiroFilter': FactoryBean threw exception on object creation; nested exception is java.lang.IllegalArgu
mentException: There is no filter with name 'authc/resources* = anon' to apply to chain [/admin*] in the pool of available Filters.  Ensure a filter with that name/path has first been register
ed with the addFilter method(s).
    at org.springframework.beans.factory.support.FactoryBeanRegistrySupport.doGetObjectFromFactoryBean(FactoryBeanRegistrySupport.java:175)
    at org.springframework.beans.factory.support.FactoryBeanRegistrySupport.getObjectFromFactoryBean(FactoryBeanRegistrySupport.java:103)
    at org.springframework.beans.factory.support.AbstractBeanFactory.getObjectForBeanInstance(AbstractBeanFactory.java:1590)
    at org.springframework.beans.factory.support.AbstractBeanFactory.doGetBean(AbstractBeanFactory.java:254)
    at org.springframework.beans.factory.support.AbstractBeanFactory.getBean(AbstractBeanFactory.java:202)
    at org.springframework.context.support.AbstractApplicationContext.getBean(AbstractApplicationContext.java:1060)
    at org.springframework.web.filter.DelegatingFilterProxy.initDelegate(DelegatingFilterProxy.java:326)
    at org.springframework.web.filter.DelegatingFilterProxy.initFilterBean(DelegatingFilterProxy.java:235)
    at org.springframework.web.filter.GenericFilterBean.init(GenericFilterBean.java:199)
    at org.apache.catalina.core.ApplicationFilterConfig.initFilter(ApplicationFilterConfig.java:279)
    at org.apache.catalina.core.ApplicationFilterConfig.getFilter(ApplicationFilterConfig.java:260)
    at org.apache.catalina.core.ApplicationFilterConfig.&lt;init&gt;(ApplicationFilterConfig.java:105)
    at org.apache.catalina.core.StandardContext.filterStart(StandardContext.java:4583)
    at org.apache.catalina.core.StandardContext.startInternal(StandardContext.java:5207)
    at org.apache.catalina.util.LifecycleBase.start(LifecycleBase.java:150)
    at org.apache.catalina.core.ContainerBase.addChildInternal(ContainerBase.java:725)
    at org.apache.catalina.core.ContainerBase.addChild(ContainerBase.java:701)
    at org.apache.catalina.core.StandardHost.addChild(StandardHost.java:717)
    at org.apache.catalina.startup.HostConfig.manageApp(HostConfig.java:1678)
    at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
    at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
    at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
    at java.lang.reflect.Method.invoke(Method.java:483)
    at org.apache.tomcat.util.modeler.BaseModelMBean.invoke(BaseModelMBean.java:300)
    at com.sun.jmx.interceptor.DefaultMBeanServerInterceptor.invoke(DefaultMBeanServerInterceptor.java:819)
    at com.sun.jmx.mbeanserver.JmxMBeanServer.invoke(JmxMBeanServer.java:801)
    at org.apache.catalina.mbeans.MBeanFactory.createStandardContext(MBeanFactory.java:463)
    at org.apache.catalina.mbeans.MBeanFactory.createStandardContext(MBeanFactory.java:413)
    at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
    at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
    at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
    at java.lang.reflect.Method.invoke(Method.java:483)
    at org.apache.tomcat.util.modeler.BaseModelMBean.invoke(BaseModelMBean.java:300)
    at com.sun.jmx.interceptor.DefaultMBeanServerInterceptor.invoke(DefaultMBeanServerInterceptor.java:819)
    at com.sun.jmx.mbeanserver.JmxMBeanServer.invoke(JmxMBeanServer.java:801)
    at javax.management.remote.rmi.RMIConnectionImpl.doOperation(RMIConnectionImpl.java:1466)
</code></pre>

<p>if the <code>WebAppInitializer</code> is not overwrited <code>onStartup</code> to add <code>shiroFilter</code>  tomcat server can start normal, I don't know what problem in my code. </p>

<p>the filter using web.xml has the same problem.(spring and shiro use java config)</p>

<pre><code>&lt;filter&gt;
    &lt;filter-name&gt;shiroFilter&lt;/filter-name&gt;
    &lt;filter-class&gt;org.springframework.web.filter.DelegatingFilterProxy&lt;/filter-class&gt;
    &lt;init-param&gt;
        &lt;param-name&gt;targetFilterLifecycle&lt;/param-name&gt;
        &lt;param-value&gt;true&lt;/param-value&gt;
    &lt;/init-param&gt;
&lt;/filter&gt;
&lt;filter-mapping&gt;
    &lt;filter-name&gt;shiroFilter&lt;/filter-name&gt;
    &lt;url-pattern&gt;/*&lt;/url-pattern&gt;
&lt;/filter-mapping&gt;
</code></pre>
","<shiro><spring-4><servlet-3.1>","0",""
"32076822","Apache shiro, return status 401 instead of redirect to url","<p>We're using Apache Shiro in a Spring MVC REST-ish app; for our API, it makes more sense to return HTTP status 401 (or 419) rather than redirect to another URL; I've been looking at the documentation, but can't see how to do so.</p>

<p>Does anybody know how to do so ? Is there a property to configure within the ShiroFilterFactoryBean ?</p>
","<spring-mvc><shiro>","3",""
"23308560","How to prevent login window from displaying in ng-view","<p>I have a nav bar and ng-view in the index.html,when session time out, the login window will display in the ng-view, so there will be a nav bar and log in form in the same page. I want to just display the log in window, anyone could help me out? Thanks.</p>
","<angularjs><shiro>","1",""
"21657855","Shiro: where credential should be stored?","<p><strong>Little prehistory:</strong></p>

<p>I develop RESTful services. That services receives requests from the web frontend and resends it to another server with the actual business logic. I use Shiro to protect my services. Problem is that some business logic functions require a user password. Of course, I can store password in my principal, but I think it is not correct to store credentials there.</p>

<p><strong>Question</strong></p>

<p>So, what is the conceptual right place where I should store credentials to have access inside my REST services?</p>

<p><strong>Update</strong></p>

<p>Ok, I can also store passwords in Shiro sessions, but i don't think that it is the correct place.</p>
","<security><rest><credentials><shiro>","0",""
"28919707","Apache Shiro, can not pass values from login form to backing bean","<p>I can not pass values from my login form to backing bean to authenticate user by apache shiro in my web app. Does anybody know why?</p>

<p>shiro.ini</p>

<pre><code> [main]
authc.loginUrl = /login.jsf
authc.successUrl = /pages/welcome.jsf

[users]
admin = 1234

[urls]
/login.jsf = authc
/pages/** = authc
</code></pre>

<p>login.xhtml</p>

<pre><code>&lt;ui:define name=""content""&gt;
&lt;div id=""login_form""&gt;
    &lt;h:form prependId=""false""&gt;
        &lt;center&gt;
        &lt;h1&gt;Sign in &lt;p:link value=""or create an account"" outcome=""registration"" style=""color: #0A9CE5; text-decoration: none;"" /&gt;&lt;/h1&gt;
            &lt;table&gt; 
                &lt;tr&gt;
                    &lt;td&gt;&lt;p:inputText id=""username"" value=""#{shiroLoginBean.username}"" placeholder=""Login"" required=""true"" /&gt;&lt;/td&gt;
                &lt;/tr&gt;
                &lt;tr&gt;
                    &lt;td&gt;&lt;p:password id=""password"" value=""#{shiroLoginBean.password}"" placeholder=""Password"" required=""true"" /&gt;&lt;/td&gt;
                &lt;/tr&gt;
            &lt;/table&gt;
        &lt;/center&gt;
        &lt;p:commandButton value=""Sign in"" action=""#{shiroLoginBean.doLogin}"" /&gt;
    &lt;/h:form&gt;
&lt;/div&gt;
</code></pre>

<p></p>

<p>BEAN:</p>

<pre><code>    package utils.security;

import java.io.IOException;
import java.io.Serializable;

import javax.ejb.Stateless;
import javax.faces.bean.ViewScoped;
import javax.faces.context.FacesContext;
import javax.inject.Named;

import org.apache.shiro.SecurityUtils;
import org.apache.shiro.authc.AuthenticationException;
import org.apache.shiro.authc.IncorrectCredentialsException;
import org.apache.shiro.authc.LockedAccountException;
import org.apache.shiro.authc.UnknownAccountException;
import org.apache.shiro.authc.UsernamePasswordToken;
import org.apache.shiro.subject.Subject;
import org.slf4j.Logger;
import org.slf4j.LoggerFactory;

@Named(""shiroLoginBean"")
@Stateless
@ViewScoped
public class ShiroLoginBean implements Serializable {
    private static final long serialVersionUID = 1L;

    private static final Logger log = LoggerFactory.getLogger(ShiroLoginBean.class);

    private String username;
    private String password;

    public ShiroLoginBean() {

    }

    /**
     * Try and authenticate user. 
     */
    public void doLogin() {
        Subject subject = SecurityUtils.getSubject();   
        UsernamePasswordToken token = new UsernamePasswordToken(getUsername(), getPassword());

        try {
            subject.login(token);
            FacesContext.getCurrentInstance().getExternalContext().redirect(""pages/welcome.jsf"");
        } catch (UnknownAccountException ex) {
            log.error(ex.getMessage(), ex);
        } catch (IncorrectCredentialsException ex) {
            log.error(ex.getMessage(), ex);
        } catch (LockedAccountException ex) {
            log.error(ex.getMessage(), ex);
        } catch (AuthenticationException | IOException ex) {
            log.error(ex.getMessage(), ex);
        } finally {
            token.clear();
        }
    }

    //~ Setters and Getters
    public String getPassword() {
        return password;
    }
    public void setPassword(String password) {
        this.password = password;
    }

    public String getUsername() {
        return username;
    }
    public void setUsername(String username) {
        this.username = username;
    }

}
</code></pre>

<p>Problem is on this row...
UsernamePasswordToken token = new UsernamePasswordToken(getUsername(), getPassword());
... getUsername and getPassword is always null. Thank you so much for answer!!</p>
","<jsf><java-ee><primefaces><javabeans><shiro>","0","28920099"
